version_added,version_revoked,reverse_patch,component,priority,min_lon,max_lon,min_lat,max_lat,spatial_complete,min_date,max_date,time_complete,npoints1,npoints2,displacement_type,error_type,max_displacement,spatial_model,time_function,time0,factor0,time1,factor1,decay,file1,file2,description
20130801,0,Y,1,0,171.55000000000001,173.5,-44.25,-42.75,Y,0,0,Y,14,13,3d,none,0.17963274754312367,llgrid,step,2011-12-23,-1.0,2011-12-23,0,0,grid_c4_L1.csv,,"Event: Christchurch earthquake, 23 December 2011
Source model: Geodetic source model, based on GPS and differential InSAR (CSK) data; elastic half-space assumption
Version: Model 0.2, 17 April 2012
"
20130801,0,Y,1,1,172.1875,173.34999999999999,-43.9375,-43.03125,Y,0,0,Y,32,30,3d,none,0.3169551863522824,llgrid,step,2011-12-23,-1.0,2011-12-23,0,0,grid_c4_L2.csv,,"Event: Christchurch earthquake, 23 December 2011
Source model: Geodetic source model, based on GPS and differential InSAR (CSK) data; elastic half-space assumption
Version: Model 0.2, 17 April 2012
"
20130801,0,Y,1,2,172.55312499999999,173.03125,-43.6484375,-43.3125,Y,0,0,Y,52,44,3d,none,0.40909073733900864,llgrid,step,2011-12-23,-1.0,2011-12-23,0,0,grid_c4_L3.csv,,"Event: Christchurch earthquake, 23 December 2011
Source model: Geodetic source model, based on GPS and differential InSAR (CSK) data; elastic half-space assumption
Version: Model 0.2, 17 April 2012
"
20130801,0,Y,1,3,172.67734375000001,172.87890625,-43.5390625,-43.421875,Y,0,0,Y,87,61,3d,none,0.4142033807596731,llgrid,step,2011-12-23,-1.0,2011-12-23,0,0,grid_c4_L4.csv,,"Event: Christchurch earthquake, 23 December 2011
Source model: Geodetic source model, based on GPS and differential InSAR (CSK) data; elastic half-space assumption
Version: Model 0.2, 17 April 2012
"
