lon,lat,de,dn,du
173.5375,-42.15625,0.00064,-0.00208,-0.00032
173.575,-42.15625,0.00046,-0.00238,-0.00038
173.6125,-42.15625,0.00026,-0.00270,-0.00044
173.65,-42.15625,0.00008,-0.00300,-0.00048
173.6875,-42.15625,-0.00018,-0.00352,-0.00054
173.725,-42.15625,-0.00042,-0.00402,-0.00058
173.7625,-42.15625,-0.00068,-0.00454,-0.00064
173.8,-42.15625,-0.00092,-0.00504,-0.00068
173.8375,-42.15625,-0.00114,-0.00576,-0.00072
173.875,-42.15625,-0.00138,-0.00646,-0.00074
173.9125,-42.15625,-0.00160,-0.00718,-0.00078
173.95,-42.15625,-0.00182,-0.00788,-0.00080
173.9875,-42.15625,-0.00188,-0.00860,-0.00082
174.025,-42.15625,-0.00192,-0.00932,-0.00084
174.0625,-42.15625,-0.00196,-0.01002,-0.00086
174.1,-42.15625,-0.00202,-0.01074,-0.00086
174.1375,-42.15625,-0.00188,-0.01108,-0.00084
174.175,-42.15625,-0.00176,-0.01140,-0.00082
174.2125,-42.15625,-0.00162,-0.01174,-0.00078
174.25,-42.15625,-0.00150,-0.01208,-0.00076
174.2875,-42.15625,-0.00176,-0.01198,-0.00060
174.325,-42.15625,-0.00202,-0.01190,-0.00044
174.3625,-42.15625,-0.00228,-0.01180,-0.00026
174.4,-42.15625,-0.00254,-0.01172,-0.00010
174.4375,-42.15625,-0.00280,-0.01130,-0.00004
174.475,-42.15625,-0.00304,-0.01086,0.00004
174.5125,-42.15625,-0.00330,-0.01044,0.00012
174.55,-42.15625,-0.00356,-0.01000,0.00018
174.5875,-42.15625,-0.00374,-0.00948,0.00022
174.625,-42.15625,-0.00394,-0.00894,0.00026
174.6625,-42.15625,-0.00412,-0.00840,0.00030
174.7,-42.15625,-0.00430,-0.00788,0.00032
174.7375,-42.15625,-0.00440,-0.00736,0.00034
174.775,-42.15625,-0.00448,-0.00686,0.00036
174.8125,-42.15625,-0.00458,-0.00634,0.00038
174.85,-42.15625,-0.00466,-0.00584,0.00040
174.8875,-42.15625,-0.00466,-0.00540,0.00040
174.925,-42.15625,-0.00466,-0.00498,0.00042
174.9625,-42.15625,-0.00466,-0.00454,0.00042
175,-42.15625,-0.00466,-0.00412,0.00042
175.0375,-42.15625,-0.00460,-0.00378,0.00044
175.075,-42.15625,-0.00454,-0.00344,0.00044
175.1125,-42.15625,-0.00448,-0.00310,0.00044
173.5375,-42.125,0.00086,-0.00196,-0.00030
173.575,-42.125,0.00066,-0.00228,-0.00034
173.6125,-42.125,0.00046,-0.00260,-0.00040
173.65,-42.125,0.00026,-0.00292,-0.00046
173.6875,-42.125,-0.00002,-0.00346,-0.00050
173.725,-42.125,-0.00030,-0.00400,-0.00056
173.7625,-42.125,-0.00058,-0.00456,-0.00060
173.8,-42.125,-0.00086,-0.00510,-0.00066
173.8375,-42.125,-0.00112,-0.00588,-0.00068
173.875,-42.125,-0.00140,-0.00668,-0.00072
173.9125,-42.125,-0.00166,-0.00746,-0.00074
173.95,-42.125,-0.00198,-0.00830,-0.00078
173.9875,-42.125,-0.00206,-0.00912,-0.00080
174.025,-42.125,-0.00214,-0.00992,-0.00082
174.0625,-42.125,-0.00218,-0.01072,-0.00084
174.1,-42.125,-0.00222,-0.01154,-0.00086
174.1375,-42.125,-0.00202,-0.01190,-0.00086
174.175,-42.125,-0.00182,-0.01226,-0.00084
174.2125,-42.125,-0.00162,-0.01258,-0.00084
174.25,-42.125,-0.00140,-0.01290,-0.00084
174.2875,-42.125,-0.00168,-0.01282,-0.00066
174.325,-42.125,-0.00198,-0.01274,-0.00046
174.3625,-42.125,-0.00228,-0.01262,-0.00026
174.4,-42.125,-0.00260,-0.01250,-0.00006
174.4375,-42.125,-0.00288,-0.01202,0.00002
174.475,-42.125,-0.00316,-0.01154,0.00008
174.5125,-42.125,-0.00346,-0.01104,0.00016
174.55,-42.125,-0.00374,-0.01056,0.00024
174.5875,-42.125,-0.00394,-0.00996,0.00028
174.625,-42.125,-0.00414,-0.00938,0.00030
174.6625,-42.125,-0.00436,-0.00880,0.00034
174.7,-42.125,-0.00456,-0.00820,0.00038
174.7375,-42.125,-0.00466,-0.00764,0.00040
174.775,-42.125,-0.00476,-0.00710,0.00042
174.8125,-42.125,-0.00484,-0.00656,0.00042
174.85,-42.125,-0.00494,-0.00600,0.00044
174.8875,-42.125,-0.00494,-0.00554,0.00044
174.925,-42.125,-0.00494,-0.00508,0.00046
174.9625,-42.125,-0.00494,-0.00462,0.00046
175,-42.125,-0.00494,-0.00416,0.00046
175.0375,-42.125,-0.00488,-0.00380,0.00046
175.075,-42.125,-0.00480,-0.00346,0.00046
175.1125,-42.125,-0.00472,-0.00310,0.00048
