version_added,version_revoked,reverse_patch,component,priority,min_lon,max_lon,min_lat,max_lat,spatial_complete,min_date,max_date,time_complete,npoints1,npoints2,displacement_type,error_type,max_displacement,spatial_model,time_function,time0,factor0,time1,factor1,decay,file1,description
20130801,0,Y,1,0,171.40000000000001,173.65000000000001,-44.375,-42.625,Y,0,0,Y,16,15,3d,none,0.14958,llgrid,step,2011-06-13,-1.0,2011-06-13,0,0,grid_c3_L1.csv,Christchurch June earthquake
20130801,0,Y,1,1,172.15000000000001,173.34999999999999,-44.03125,-43.09375,Y,0,0,Y,33,31,3d,none,0.22211,llgrid,step,2011-06-13,-1.0,2011-06-13,0,0,grid_c3_L2.csv,Christchurch June earthquake
20130801,0,Y,1,2,172.515625,172.984375,-43.7421875,-43.375,Y,0,0,Y,51,48,3d,none,0.24565,llgrid,step,2011-06-13,-1.0,2011-06-13,0,0,grid_c3_L3.csv,Christchurch June earthquake
20130801,0,Y,1,3,172.65390625000001,172.85781249999999,-43.646484375,-43.484375,Y,0,0,Y,88,84,3d,none,0.24709,llgrid,step,2011-06-13,-1.0,2011-06-13,0,0,grid_c3_L4.csv,Christchurch June earthquake
