lon,lat,de,dn,du
168.4,-53,0.0,0.0,0.0
168.55,-53,0.0,0.0,0.0
168.7,-53,0.0,0.0,0.0
168.85,-53,0.0,0.0,0.0
169,-53,0.0,0.0,0.0
169.15,-53,0.0,0.0,0.0
169.3,-53,0.0,0.0,0.0
169.45,-53,0.0,0.0,0.0
169.6,-53,0.0,0.0,0.0
169.75,-53,0.0,0.0,0.0
168.4,-52.875,0.0,0.0,0.0
168.55,-52.875,-0.00138,0.00062,0.00056
168.7,-52.875,-0.00290,0.00132,0.00116
168.85,-52.875,-0.00458,0.00208,0.00184
169,-52.875,-0.00602,0.00276,0.00242
169.15,-52.875,-0.00616,0.00280,0.00248
169.3,-52.875,-0.00566,0.00258,0.00228
169.45,-52.875,-0.00396,0.00180,0.00160
169.6,-52.875,-0.00196,0.00088,0.00080
169.75,-52.875,0.0,0.0,0.0
168.4,-52.75,0.0,0.0,0.0
168.55,-52.75,-0.00262,0.00120,0.00106
168.7,-52.75,-0.00566,0.00258,0.00228
168.85,-52.75,-0.00940,0.00428,0.00378
169,-52.75,-0.01336,0.00612,0.00538
169.15,-52.75,-0.01294,0.00590,0.00522
169.3,-52.75,-0.01254,0.00570,0.00506
169.45,-52.75,-0.00818,0.00370,0.00330
169.6,-52.75,-0.00392,0.00176,0.00158
169.75,-52.75,0.0,0.0,0.0
168.4,-52.625,0.0,0.0,0.0
168.55,-52.625,-0.00346,0.00156,0.00138
168.7,-52.625,-0.00772,0.00350,0.00310
168.85,-52.625,-0.01400,0.00636,0.00562
169,-52.625,-0.01354,0.00614,0.00544
169.15,-52.625,-0.01312,0.00592,0.00526
169.3,-52.625,-0.01270,0.00572,0.00510
169.45,-52.625,-0.01230,0.00552,0.00496
169.6,-52.625,-0.00550,0.00246,0.00222
169.75,-52.625,0.0,0.0,0.0
168.4,-52.5,0.0,0.0,0.0
168.55,-52.5,-0.00348,0.00156,0.00140
168.7,-52.5,-0.00778,0.00350,0.00312
168.85,-52.5,-0.01418,0.00638,0.00566
169,-52.5,-0.01370,0.00614,0.00548
169.15,-52.5,-0.01326,0.00594,0.00530
169.3,-52.5,-0.01284,0.00572,0.00514
169.45,-52.5,-0.01242,0.00554,0.00498
169.6,-52.5,-0.00580,0.00258,0.00232
169.75,-52.5,0.0,0.0,0.0
168.4,-52.375,0.0,0.0,0.0
168.55,-52.375,-0.00266,0.00120,0.00106
168.7,-52.375,-0.00576,0.00258,0.00230
168.85,-52.375,-0.00962,0.00430,0.00384
169,-52.375,-0.01384,0.00614,0.00552
169.15,-52.375,-0.01338,0.00592,0.00534
169.3,-52.375,-0.01294,0.00572,0.00516
169.45,-52.375,-0.01252,0.00552,0.00500
169.6,-52.375,-0.00524,0.00232,0.00210
169.75,-52.375,0.0,0.0,0.0
168.4,-52.25,0.0,0.0,0.0
168.55,-52.25,-0.00140,0.00064,0.00056
168.7,-52.25,-0.00296,0.00132,0.00118
168.85,-52.25,-0.00470,0.00210,0.00188
169,-52.25,-0.00624,0.00278,0.00250
169.15,-52.25,-0.00644,0.00286,0.00258
169.3,-52.25,-0.00618,0.00274,0.00246
169.45,-52.25,-0.00534,0.00236,0.00214
169.6,-52.25,-0.00264,0.00116,0.00106
169.75,-52.25,0.0,0.0,0.0
168.4,-52.125,0.0,0.0,0.0
168.55,-52.125,0.0,0.0,0.0
168.7,-52.125,0.0,0.0,0.0
168.85,-52.125,0.0,0.0,0.0
169,-52.125,0.0,0.0,0.0
169.15,-52.125,0.0,0.0,0.0
169.3,-52.125,0.0,0.0,0.0
169.45,-52.125,0.0,0.0,0.0
169.6,-52.125,0.0,0.0,0.0
169.75,-52.125,0.0,0.0,0.0
