lon,lat,du
171.4,-43.625,-0.00039
171.55,-43.625,-0.00045
171.7,-43.625,-0.00051
171.85,-43.625,-0.00057
172,-43.625,-0.00064
172.15,-43.625,-0.0007
172.3,-43.625,-0.00076
172.45,-43.625,-0.00081
172.6,-43.625,-0.00085
172.75,-43.625,-0.00088
172.9,-43.625,-0.00089
173.05,-43.625,-0.00088
173.2,-43.625,-0.00086
173.35,-43.625,-0.00082
173.5,-43.625,-0.00077
173.65,-43.625,-0.00071
173.8,-43.625,-0.00065
173.95,-43.625,-0.00058
174.1,-43.625,-0.00051
174.25,-43.625,-0.00044
174.4,-43.625,-0.00037
174.55,-43.625,-0.0003
174.7,-43.625,-0.00024
174.85,-43.625,-0.00019
175,-43.625,-0.00014
175.15,-43.625,-0.00009
175.3,-43.625,-0.00005
175.45,-43.625,-0.00001
175.6,-43.625,0.00002
175.75,-43.625,0.00005
175.9,-43.625,0.00007
171.4,-43.5,-0.00041
171.55,-43.5,-0.00048
171.7,-43.5,-0.00056
171.85,-43.5,-0.00064
172,-43.5,-0.00072
172.15,-43.5,-0.00081
172.3,-43.5,-0.00088
172.45,-43.5,-0.00095
172.6,-43.5,-0.00101
172.75,-43.5,-0.00104
172.9,-43.5,-0.00106
173.05,-43.5,-0.00104
173.2,-43.5,-0.00101
173.35,-43.5,-0.00095
173.5,-43.5,-0.00088
173.65,-43.5,-0.0008
173.8,-43.5,-0.00072
173.95,-43.5,-0.00063
174.1,-43.5,-0.00054
174.25,-43.5,-0.00046
174.4,-43.5,-0.00038
174.55,-43.5,-0.0003
174.7,-43.5,-0.00023
174.85,-43.5,-0.00017
175,-43.5,-0.00012
175.15,-43.5,-0.00006
175.3,-43.5,-0.00002
175.45,-43.5,0.00002
175.6,-43.5,0.00005
175.75,-43.5,0.00008
175.9,-43.5,0.0001
171.4,-43.375,-0.00044
171.55,-43.375,-0.00053
171.7,-43.375,-0.00062
171.85,-43.375,-0.00072
172,-43.375,-0.00083
172.15,-43.375,-0.00094
172.3,-43.375,-0.00105
172.45,-43.375,-0.00115
172.6,-43.375,-0.00122
172.75,-43.375,-0.00128
172.9,-43.375,-0.00129
173.05,-43.375,-0.00127
173.2,-43.375,-0.00121
173.35,-43.375,-0.00112
173.5,-43.375,-0.00102
173.65,-43.375,-0.00091
173.8,-43.375,-0.00079
173.95,-43.375,-0.00068
174.1,-43.375,-0.00058
174.25,-43.375,-0.00047
174.4,-43.375,-0.00038
174.55,-43.375,-0.0003
174.7,-43.375,-0.00022
174.85,-43.375,-0.00015
