lon,lat,de,dn,du
165.85,-47,0.0,0.0,0.0
166,-47,0.0,0.0,0.0
166.15,-47,0.0,0.0,0.0
166.3,-47,0.0,0.0,0.0
166.45,-47,0.0,0.0,0.0
166.6,-47,0.0,0.0,0.0
166.75,-47,0.0,0.0,0.0
166.9,-47,0.0,0.0,0.0
167.05,-47,0.0,0.0,0.0
167.2,-47,0.0,0.0,0.0
167.35,-47,0.0,0.0,0.0
167.5,-47,0.0,0.0,0.0
167.65,-47,0.0,0.0,0.0
167.8,-47,0.0,0.0,0.0
167.95,-47,0.0,0.0,0.0
168.1,-47,0.0,0.0,0.0
168.25,-47,0.0,0.0,0.0
168.4,-47,0.0,0.0,0.0
168.55,-47,0.0,0.0,0.0
168.7,-47,0.0,0.0,0.0
168.85,-47,0.0,0.0,0.0
169,-47,0.0,0.0,0.0
169.15,-47,0.0,0.0,0.0
169.3,-47,0.0,0.0,0.0
169.45,-47,0.0,0.0,0.0
169.6,-47,0.0,0.0,0.0
169.75,-47,0.0,0.0,0.0
169.9,-47,0.0,0.0,0.0
170.05,-47,0.0,0.0,0.0
170.2,-47,0.0,0.0,0.0
170.35,-47,0.0,0.0,0.0
170.5,-47,0.0,0.0,0.0
170.65,-47,0.0,0.0,0.0
170.8,-47,0.0,0.0,0.0
170.95,-47,0.0,0.0,0.0
171.1,-47,0.0,0.0,0.0
171.25,-47,0.0,0.0,0.0
165.85,-46.875,0.0,0.0,0.0
166,-46.875,-0.00002,-0.00004,-0.00002
166.15,-46.875,-0.00004,-0.00006,-0.00004
166.3,-46.875,-0.00006,-0.00008,-0.00004
166.45,-46.875,-0.00008,-0.00010,-0.00006
166.6,-46.875,-0.00010,-0.00010,-0.00006
166.75,-46.875,-0.00010,-0.00010,-0.00006
166.9,-46.875,-0.00012,-0.00008,-0.00006
167.05,-46.875,-0.00012,-0.00006,-0.00006
167.2,-46.875,-0.00014,-0.00002,-0.00006
167.35,-46.875,-0.00014,0.00002,-0.00004
167.5,-46.875,-0.00016,0.00006,-0.00004
167.65,-46.875,-0.00016,0.00012,-0.00004
167.8,-46.875,-0.00018,0.00016,-0.00002
167.95,-46.875,-0.00020,0.00020,-0.00002
168.1,-46.875,-0.00024,0.00026,0.00000
168.25,-46.875,-0.00028,0.00032,0.00000
168.4,-46.875,-0.00032,0.00038,0.00002
168.55,-46.875,-0.00038,0.00044,0.00002
168.7,-46.875,-0.00040,0.00046,0.00004
168.85,-46.875,-0.00042,0.00048,0.00004
169,-46.875,-0.00044,0.00048,0.00006
169.15,-46.875,-0.00044,0.00048,0.00006
169.3,-46.875,-0.00046,0.00046,0.00006
169.45,-46.875,-0.00044,0.00044,0.00006
169.6,-46.875,-0.00044,0.00042,0.00006
169.75,-46.875,-0.00038,0.00034,0.00006
169.9,-46.875,-0.00032,0.00028,0.00006
170.05,-46.875,-0.00028,0.00024,0.00004
170.2,-46.875,-0.00024,0.00020,0.00004
170.35,-46.875,-0.00020,0.00016,0.00004
170.5,-46.875,-0.00016,0.00012,0.00002
170.65,-46.875,-0.00014,0.00010,0.00002
170.8,-46.875,-0.00010,0.00008,0.00002
170.95,-46.875,-0.00006,0.00004,0.00002
171.1,-46.875,-0.00004,0.00002,0.00000
171.25,-46.875,0.0,0.0,0.0
165.85,-46.75,0.0,0.0,0.0
166,-46.75,-0.00006,-0.00006,-0.00004
166.15,-46.75,-0.00010,-0.00012,-0.00006
166.3,-46.75,-0.00014,-0.00018,-0.00008
166.45,-46.75,-0.00018,-0.00020,-0.00010
166.6,-46.75,-0.00020,-0.00022,-0.00012
166.75,-46.75,-0.00022,-0.00020,-0.00012
166.9,-46.75,-0.00024,-0.00016,-0.00012
167.05,-46.75,-0.00024,-0.00010,-0.00012
167.2,-46.75,-0.00026,-0.00004,-0.00010
167.35,-46.75,-0.00028,0.00004,-0.00010
167.5,-46.75,-0.00030,0.00012,-0.00008
167.65,-46.75,-0.00032,0.00022,-0.00006
167.8,-46.75,-0.00036,0.00032,-0.00006
167.95,-46.75,-0.00040,0.00042,-0.00004
168.1,-46.75,-0.00046,0.00052,-0.00002
168.25,-46.75,-0.00054,0.00062,0.00000
168.4,-46.75,-0.00062,0.00074,0.00002
168.55,-46.75,-0.00078,0.00092,0.00004
168.7,-46.75,-0.00082,0.00096,0.00008
168.85,-46.75,-0.00086,0.00096,0.00010
169,-46.75,-0.00088,0.00096,0.00010
169.15,-46.75,-0.00090,0.00096,0.00012
169.3,-46.75,-0.00090,0.00094,0.00014
169.45,-46.75,-0.00092,0.00090,0.00014
169.6,-46.75,-0.00090,0.00088,0.00014
169.75,-46.75,-0.00074,0.00068,0.00012
169.9,-46.75,-0.00066,0.00056,0.00010
170.05,-46.75,-0.00056,0.00046,0.00010
170.2,-46.75,-0.00048,0.00038,0.00008
170.35,-46.75,-0.00040,0.00030,0.00006
170.5,-46.75,-0.00034,0.00024,0.00006
170.65,-46.75,-0.00028,0.00020,0.00004
170.8,-46.75,-0.00020,0.00014,0.00004
170.95,-46.75,-0.00014,0.00010,0.00002
171.1,-46.75,-0.00006,0.00004,0.00002
171.25,-46.75,0.0,0.0,0.0
165.85,-46.625,0.0,0.0,0.0
166,-46.625,-0.00008,-0.00012,-0.00006
166.15,-46.625,-0.00016,-0.00020,-0.00010
166.3,-46.625,-0.00022,-0.00028,-0.00014
166.45,-46.625,-0.00028,-0.00034,-0.00016
166.6,-46.625,-0.00030,-0.00034,-0.00018
166.75,-46.625,-0.00034,-0.00032,-0.00020
166.9,-46.625,-0.00036,-0.00026,-0.00018
167.05,-46.625,-0.00038,-0.00018,-0.00018
167.2,-46.625,-0.00040,-0.00008,-0.00016
167.35,-46.625,-0.00042,0.00004,-0.00014
167.5,-46.625,-0.00044,0.00018,-0.00012
167.65,-46.625,-0.00048,0.00034,-0.00010
167.8,-46.625,-0.00052,0.00048,-0.00008
167.95,-46.625,-0.00058,0.00062,-0.00006
168.1,-46.625,-0.00066,0.00076,-0.00002
168.25,-46.625,-0.00078,0.00094,0.00000
168.4,-46.625,-0.00084,0.00102,0.00002
168.55,-46.625,-0.00090,0.00106,0.00006
168.7,-46.625,-0.00096,0.00110,0.00008
168.85,-46.625,-0.00100,0.00110,0.00010
169,-46.625,-0.00102,0.00110,0.00012
169.15,-46.625,-0.00104,0.00108,0.00014
169.3,-46.625,-0.00104,0.00104,0.00014
169.45,-46.625,-0.00104,0.00100,0.00016
169.6,-46.625,-0.00102,0.00096,0.00016
169.75,-46.625,-0.00100,0.00090,0.00016
169.9,-46.625,-0.00098,0.00086,0.00016
170.05,-46.625,-0.00082,0.00068,0.00014
170.2,-46.625,-0.00070,0.00056,0.00012
170.35,-46.625,-0.00060,0.00046,0.00010
170.5,-46.625,-0.00050,0.00036,0.00008
170.65,-46.625,-0.00040,0.00028,0.00006
170.8,-46.625,-0.00030,0.00022,0.00004
170.95,-46.625,-0.00020,0.00014,0.00004
171.1,-46.625,-0.00010,0.00006,0.00002
171.25,-46.625,0.0,0.0,0.0
165.85,-46.5,0.0,0.0,0.0
166,-46.5,-0.00012,-0.00016,-0.00008
166.15,-46.5,-0.00022,-0.00032,-0.00014
166.3,-46.5,-0.00032,-0.00042,-0.00020
166.45,-46.5,-0.00038,-0.00050,-0.00024
166.6,-46.5,-0.00042,-0.00052,-0.00026
166.75,-46.5,-0.00046,-0.00048,-0.00026
166.9,-46.5,-0.00048,-0.00040,-0.00026
167.05,-46.5,-0.00050,-0.00028,-0.00024
167.2,-46.5,-0.00052,-0.00014,-0.00022
167.35,-46.5,-0.00056,0.00004,-0.00020
167.5,-46.5,-0.00058,0.00024,-0.00018
167.65,-46.5,-0.00062,0.00044,-0.00014
167.8,-46.5,-0.00068,0.00064,-0.00010
167.95,-46.5,-0.00076,0.00082,-0.00008
168.1,-46.5,-0.00084,0.00100,-0.00004
168.25,-46.5,-0.00092,0.00112,0.00000
168.4,-46.5,-0.00100,0.00120,0.00004
168.55,-46.5,-0.00106,0.00126,0.00008
168.7,-46.5,-0.00112,0.00128,0.00010
168.85,-46.5,-0.00116,0.00128,0.00012
169,-46.5,-0.00118,0.00124,0.00014
169.15,-46.5,-0.00120,0.00122,0.00016
169.3,-46.5,-0.00120,0.00116,0.00016
169.45,-46.5,-0.00118,0.00110,0.00018
169.6,-46.5,-0.00116,0.00104,0.00018
169.75,-46.5,-0.00114,0.00098,0.00018
169.9,-46.5,-0.00110,0.00092,0.00018
170.05,-46.5,-0.00106,0.00086,0.00018
170.2,-46.5,-0.00092,0.00070,0.00014
170.35,-46.5,-0.00078,0.00058,0.00012
170.5,-46.5,-0.00066,0.00046,0.00010
170.65,-46.5,-0.00054,0.00036,0.00008
170.8,-46.5,-0.00042,0.00028,0.00006
170.95,-46.5,-0.00028,0.00018,0.00004
171.1,-46.5,-0.00014,0.00010,0.00002
171.25,-46.5,0.0,0.0,0.0
165.85,-46.375,0.0,0.0,0.0
166,-46.375,-0.00016,-0.00024,-0.00010
166.15,-46.375,-0.00032,-0.00044,-0.00020
166.3,-46.375,-0.00044,-0.00062,-0.00028
166.45,-46.375,-0.00052,-0.00072,-0.00034
166.6,-46.375,-0.00056,-0.00074,-0.00036
166.75,-46.375,-0.00058,-0.00068,-0.00036
166.9,-46.375,-0.00060,-0.00056,-0.00034
167.05,-46.375,-0.00062,-0.00042,-0.00032
167.2,-46.375,-0.00064,-0.00022,-0.00028
167.35,-46.375,-0.00068,0.00002,-0.00026
167.5,-46.375,-0.00072,0.00028,-0.00022
167.65,-46.375,-0.00076,0.00056,-0.00018
167.8,-46.375,-0.00082,0.00080,-0.00014
167.95,-46.375,-0.00090,0.00104,-0.00010
168.1,-46.375,-0.00100,0.00122,-0.00004
168.25,-46.375,-0.00110,0.00134,0.00000
168.4,-46.375,-0.00120,0.00144,0.00004
168.55,-46.375,-0.00128,0.00148,0.00008
168.7,-46.375,-0.00134,0.00148,0.00012
168.85,-46.375,-0.00138,0.00146,0.00014
169,-46.375,-0.00140,0.00142,0.00016
169.15,-46.375,-0.00140,0.00136,0.00018
169.3,-46.375,-0.00138,0.00128,0.00018
169.45,-46.375,-0.00136,0.00122,0.00018
169.6,-46.375,-0.00132,0.00114,0.00020
169.75,-46.375,-0.00128,0.00106,0.00020
169.9,-46.375,-0.00122,0.00098,0.00018
