lon,lat,de,dn,du
172.553125,-43.609375,-0.00074,-0.00350,-0.00046
172.5625,-43.609375,-0.00098,-0.00384,-0.00050
172.571875,-43.609375,-0.00128,-0.00436,-0.00054
172.58125,-43.609375,-0.00160,-0.00488,-0.00058
172.590625,-43.609375,-0.00192,-0.00540,-0.00062
172.6,-43.609375,-0.00224,-0.00592,-0.00066
172.609375,-43.609375,-0.00260,-0.00670,-0.00070
172.61875,-43.609375,-0.00296,-0.00746,-0.00072
172.628125,-43.609375,-0.00330,-0.00824,-0.00072
172.6375,-43.609375,-0.00366,-0.00900,-0.00074
172.646875,-43.609375,-0.00392,-0.00998,-0.00072
172.65625,-43.609375,-0.00418,-0.01094,-0.00070
172.665625,-43.609375,-0.00444,-0.01192,-0.00068
172.675,-43.609375,-0.00468,-0.01288,-0.00066
172.684375,-43.609375,-0.00464,-0.01374,-0.00060
172.69375,-43.609375,-0.00460,-0.01458,-0.00052
172.703125,-43.609375,-0.00454,-0.01544,-0.00046
172.7125,-43.609375,-0.00450,-0.01630,-0.00040
172.721875,-43.609375,-0.00412,-0.01648,-0.00032
172.73125,-43.609375,-0.00374,-0.01668,-0.00026
172.740625,-43.609375,-0.00336,-0.01686,-0.00018
172.75,-43.609375,-0.00298,-0.01706,-0.00012
172.759375,-43.609375,-0.00260,-0.01628,-0.00010
172.76875,-43.609375,-0.00222,-0.01550,-0.00008
172.778125,-43.609375,-0.00182,-0.01472,-0.00006
172.7875,-43.609375,-0.00144,-0.01394,-0.00004
172.796875,-43.609375,-0.00140,-0.01260,-0.00004
172.80625,-43.609375,-0.00136,-0.01124,-0.00006
172.815625,-43.609375,-0.00132,-0.00990,-0.00006
172.825,-43.609375,-0.00128,-0.00854,-0.00008
172.834375,-43.609375,-0.00156,-0.00730,-0.00006
172.84375,-43.609375,-0.00182,-0.00606,-0.00006
172.853125,-43.609375,-0.00210,-0.00480,-0.00004
172.8625,-43.609375,-0.00238,-0.00356,-0.00004
172.871875,-43.609375,-0.00272,-0.00276,0.00000
172.88125,-43.609375,-0.00304,-0.00194,0.00004
172.890625,-43.609375,-0.00338,-0.00114,0.00008
172.9,-43.609375,-0.00372,-0.00032,0.00012
172.909375,-43.609375,-0.00394,0.00008,0.00018
172.91875,-43.609375,-0.00418,0.00050,0.00024
172.928125,-43.609375,-0.00440,0.00090,0.00028
172.9375,-43.609375,-0.00462,0.00130,0.00034
172.946875,-43.609375,-0.00472,0.00146,0.00038
172.95625,-43.609375,-0.00480,0.00160,0.00042
172.965625,-43.609375,-0.00490,0.00176,0.00046
172.975,-43.609375,-0.00498,0.00190,0.00050
172.553125,-43.6015625,-0.00058,-0.00342,-0.00040
172.5625,-43.6015625,-0.00082,-0.00376,-0.00046
172.571875,-43.6015625,-0.00118,-0.00432,-0.00050
172.58125,-43.6015625,-0.00154,-0.00488,-0.00054
172.590625,-43.6015625,-0.00188,-0.00542,-0.00058
172.6,-43.6015625,-0.00224,-0.00598,-0.00062
172.609375,-43.6015625,-0.00266,-0.00684,-0.00062
