lon,lat,de,dn,du
164.65,-48.5,0.0,0.0,0.0
164.8,-48.5,0.0,0.0,0.0
164.95,-48.5,0.0,0.0,0.0
165.1,-48.5,0.0,0.0,0.0
165.25,-48.5,0.0,0.0,0.0
165.4,-48.5,0.0,0.0,0.0
165.55,-48.5,0.0,0.0,0.0
165.7,-48.5,0.0,0.0,0.0
165.85,-48.5,0.0,0.0,0.0
166,-48.5,0.0,0.0,0.0
166.15,-48.5,0.0,0.0,0.0
166.3,-48.5,0.0,0.0,0.0
166.45,-48.5,0.0,0.0,0.0
166.6,-48.5,0.0,0.0,0.0
166.75,-48.5,0.0,0.0,0.0
166.9,-48.5,0.0,0.0,0.0
167.05,-48.5,0.0,0.0,0.0
167.2,-48.5,0.0,0.0,0.0
167.35,-48.5,0.0,0.0,0.0
167.5,-48.5,0.0,0.0,0.0
167.65,-48.5,0.0,0.0,0.0
167.8,-48.5,0.0,0.0,0.0
167.95,-48.5,0.0,0.0,0.0
168.1,-48.5,0.0,0.0,0.0
168.25,-48.5,0.0,0.0,0.0
168.4,-48.5,0.0,0.0,0.0
168.55,-48.5,0.0,0.0,0.0
168.7,-48.5,0.0,0.0,0.0
168.85,-48.5,0.0,0.0,0.0
169,-48.5,0.0,0.0,0.0
169.15,-48.5,0.0,0.0,0.0
169.3,-48.5,0.0,0.0,0.0
169.45,-48.5,0.0,0.0,0.0
169.6,-48.5,0.0,0.0,0.0
169.75,-48.5,0.0,0.0,0.0
169.9,-48.5,0.0,0.0,0.0
170.05,-48.5,0.0,0.0,0.0
170.2,-48.5,0.0,0.0,0.0
170.35,-48.5,0.0,0.0,0.0
170.5,-48.5,0.0,0.0,0.0
170.65,-48.5,0.0,0.0,0.0
170.8,-48.5,0.0,0.0,0.0
170.95,-48.5,0.0,0.0,0.0
171.1,-48.5,0.0,0.0,0.0
171.25,-48.5,0.0,0.0,0.0
171.4,-48.5,0.0,0.0,0.0
171.55,-48.5,0.0,0.0,0.0
171.7,-48.5,0.0,0.0,0.0
171.85,-48.5,0.0,0.0,0.0
172,-48.5,0.0,0.0,0.0
172.15,-48.5,0.0,0.0,0.0
172.3,-48.5,0.0,0.0,0.0
172.45,-48.5,0.0,0.0,0.0
172.6,-48.5,0.0,0.0,0.0
172.75,-48.5,0.0,0.0,0.0
172.9,-48.5,0.0,0.0,0.0
173.05,-48.5,0.0,0.0,0.0
173.2,-48.5,0.0,0.0,0.0
173.35,-48.5,0.0,0.0,0.0
173.5,-48.5,0.0,0.0,0.0
173.65,-48.5,0.0,0.0,0.0
173.8,-48.5,0.0,0.0,0.0
173.95,-48.5,0.0,0.0,0.0
174.1,-48.5,0.0,0.0,0.0
174.25,-48.5,0.0,0.0,0.0
174.4,-48.5,0.0,0.0,0.0
174.55,-48.5,0.0,0.0,0.0
174.7,-48.5,0.0,0.0,0.0
174.85,-48.5,0.0,0.0,0.0
175,-48.5,0.0,0.0,0.0
175.15,-48.5,0.0,0.0,0.0
175.3,-48.5,0.0,0.0,0.0
175.45,-48.5,0.0,0.0,0.0
175.6,-48.5,0.0,0.0,0.0
175.75,-48.5,0.0,0.0,0.0
175.9,-48.5,0.0,0.0,0.0
176.05,-48.5,0.0,0.0,0.0
176.2,-48.5,0.0,0.0,0.0
176.35,-48.5,0.0,0.0,0.0
176.5,-48.5,0.0,0.0,0.0
176.65,-48.5,0.0,0.0,0.0
176.8,-48.5,0.0,0.0,0.0
176.95,-48.5,0.0,0.0,0.0
177.1,-48.5,0.0,0.0,0.0
177.25,-48.5,0.0,0.0,0.0
164.65,-48.375,0.0,0.0,0.0
164.8,-48.375,0.00002,-0.00058,-0.00008
164.95,-48.375,0.00004,-0.00114,-0.00014
165.1,-48.375,0.00008,-0.00170,-0.00022
165.25,-48.375,0.00010,-0.00222,-0.00032
165.4,-48.375,0.00010,-0.00270,-0.00044
165.55,-48.375,0.00012,-0.00314,-0.00056
165.7,-48.375,0.00016,-0.00352,-0.00072
165.85,-48.375,0.00018,-0.00388,-0.00094
166,-48.375,0.00022,-0.00424,-0.00122
166.15,-48.375,0.00028,-0.00464,-0.00160
166.3,-48.375,0.00036,-0.00518,-0.00204
166.45,-48.375,0.00040,-0.00572,-0.00242
166.6,-48.375,0.00034,-0.00506,-0.00216
166.75,-48.375,0.00024,-0.00442,-0.00188
166.9,-48.375,0.00012,-0.00378,-0.00160
167.05,-48.375,-0.00004,-0.00318,-0.00132
167.2,-48.375,-0.00020,-0.00266,-0.00108
167.35,-48.375,-0.00034,-0.00220,-0.00090
167.5,-48.375,-0.00050,-0.00182,-0.00074
167.65,-48.375,-0.00064,-0.00146,-0.00062
167.8,-48.375,-0.00078,-0.00116,-0.00052
167.95,-48.375,-0.00092,-0.00090,-0.00042
168.1,-48.375,-0.00104,-0.00066,-0.00034
168.25,-48.375,-0.00114,-0.00048,-0.00028
168.4,-48.375,-0.00124,-0.00032,-0.00020
168.55,-48.375,-0.00132,-0.00020,-0.00016
168.7,-48.375,-0.00138,-0.00010,-0.00010
168.85,-48.375,-0.00142,-0.00002,-0.00006
169,-48.375,-0.00144,0.00004,-0.00002
169.15,-48.375,-0.00146,0.00008,0.00000
169.3,-48.375,-0.00146,0.00010,0.00004
169.45,-48.375,-0.00144,0.00012,0.00006
169.6,-48.375,-0.00142,0.00014,0.00008
169.75,-48.375,-0.00138,0.00014,0.00008
169.9,-48.375,-0.00134,0.00014,0.00010
170.05,-48.375,-0.00130,0.00012,0.00010
170.2,-48.375,-0.00124,0.00012,0.00010
170.35,-48.375,-0.00120,0.00012,0.00012
170.5,-48.375,-0.00114,0.00010,0.00012
170.65,-48.375,-0.00108,0.00008,0.00012
170.8,-48.375,-0.00104,0.00008,0.00012
170.95,-48.375,-0.00098,0.00006,0.00012
171.1,-48.375,-0.00092,0.00006,0.00010
171.25,-48.375,-0.00088,0.00004,0.00010
171.4,-48.375,-0.00082,0.00004,0.00010
171.55,-48.375,-0.00078,0.00004,0.00010
171.7,-48.375,-0.00072,0.00002,0.00010
171.85,-48.375,-0.00068,0.00002,0.00008
172,-48.375,-0.00064,0.00002,0.00008
172.15,-48.375,-0.00060,0.00000,0.00008
172.3,-48.375,-0.00056,0.00000,0.00008
172.45,-48.375,-0.00052,0.00000,0.00008
172.6,-48.375,-0.00048,0.00000,0.00006
172.75,-48.375,-0.00046,0.00000,0.00006
172.9,-48.375,-0.00042,0.00000,0.00006
173.05,-48.375,-0.00038,0.00000,0.00006
173.2,-48.375,-0.00036,0.00000,0.00006
173.35,-48.375,-0.00032,-0.00002,0.00004
173.5,-48.375,-0.00028,-0.00002,0.00004
173.65,-48.375,-0.00026,-0.00002,0.00004
173.8,-48.375,-0.00022,0.00000,0.00004
173.95,-48.375,-0.00016,0.00000,0.00002
174.1,-48.375,-0.00010,0.00000,0.00002
174.25,-48.375,0.0,0.0,0.0
174.4,-48.375,0.0,0.0,0.0
174.55,-48.375,0.0,0.0,0.0
174.7,-48.375,0.0,0.0,0.0
174.85,-48.375,0.0,0.0,0.0
175,-48.375,0.0,0.0,0.0
175.15,-48.375,0.0,0.0,0.0
175.3,-48.375,0.0,0.0,0.0
175.45,-48.375,0.0,0.0,0.0
175.6,-48.375,0.0,0.0,0.0
175.75,-48.375,0.0,0.0,0.0
175.9,-48.375,0.0,0.0,0.0
176.05,-48.375,0.0,0.0,0.0
176.2,-48.375,0.0,0.0,0.0
176.35,-48.375,0.0,0.0,0.0
176.5,-48.375,0.0,0.0,0.0
176.65,-48.375,0.0,0.0,0.0
176.8,-48.375,0.0,0.0,0.0
176.95,-48.375,0.0,0.0,0.0
177.1,-48.375,0.0,0.0,0.0
177.25,-48.375,0.0,0.0,0.0
164.65,-48.25,0.0,0.0,0.0
164.8,-48.25,0.00006,-0.00116,-0.00014
164.95,-48.25,0.00010,-0.00232,-0.00028
165.1,-48.25,0.00014,-0.00342,-0.00044
165.25,-48.25,0.00018,-0.00446,-0.00062
165.4,-48.25,0.00022,-0.00544,-0.00084
165.55,-48.25,0.00026,-0.00632,-0.00110
165.7,-48.25,0.00030,-0.00708,-0.00140
165.85,-48.25,0.00036,-0.00778,-0.00182
166,-48.25,0.00044,-0.00842,-0.00236
166.15,-48.25,0.00056,-0.00918,-0.00312
166.3,-48.25,0.00072,-0.01036,-0.00416
166.45,-48.25,0.00092,-0.01262,-0.00550
166.6,-48.25,0.00070,-0.01012,-0.00434
166.75,-48.25,0.00052,-0.00886,-0.00378
166.9,-48.25,0.00026,-0.00750,-0.00316
167.05,-48.25,-0.00006,-0.00630,-0.00258
167.2,-48.25,-0.00038,-0.00526,-0.00212
167.35,-48.25,-0.00070,-0.00436,-0.00176
167.5,-48.25,-0.00100,-0.00358,-0.00146
167.65,-48.25,-0.00130,-0.00288,-0.00122
167.8,-48.25,-0.00158,-0.00228,-0.00102
167.95,-48.25,-0.00184,-0.00174,-0.00084
168.1,-48.25,-0.00208,-0.00130,-0.00068
168.25,-48.25,-0.00230,-0.00092,-0.00054
168.4,-48.25,-0.00248,-0.00062,-0.00040
168.55,-48.25,-0.00264,-0.00038,-0.00030
168.7,-48.25,-0.00276,-0.00018,-0.00020
168.85,-48.25,-0.00284,-0.00002,-0.00012
